"ticker","date","value","field","variable","nice_field"
"MXKR INDEX",1987-12-31,0.1256,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-01-29,0.1526,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-02-29,0.1479,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-03-31,0.1572,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-04-29,0.1625,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-05-31,0.1816,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-06-30,0.1728,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-07-29,0.1793,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-08-31,0.1682,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-09-30,0.1734,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-10-31,0.1906,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-11-30,0.2178,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1988-12-30,0.2439,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-01-31,0.2393,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-02-28,0.2462,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-03-31,0.269,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-04-28,0.2491,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-05-31,0.2452,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-06-30,0.2256,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-07-31,0.2372,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-08-31,0.264,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-09-29,0.2563,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-10-31,0.2439,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-11-30,0.2474,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1989-12-29,0.2449,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-01-31,0.2369,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-02-28,0.225,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-03-30,0.2189,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-04-30,0.1741,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-05-31,0.201,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-06-29,0.1797,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-07-31,0.1713,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-08-31,0.1502,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-09-28,0.1481,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-10-31,0.1744,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-11-30,0.1769,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1990-12-31,0.1752,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1991-01-31,0.159,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1991-02-28,0.1685,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1991-03-29,0.1598,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
"MXKR INDEX",1991-04-30,0.1592,"TOT RETURN INDEX GROSS DVDS","Corea del Sur","Price TR"
