"ticker","date","value","field","variable","nice_field"
"MXFEJ Index",2006-04-28,381.17,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2006-05-31,354.05,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2006-06-30,351.1,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2006-07-31,350.3,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2006-08-31,358.92,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2006-09-29,368.82,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2006-10-31,378.24,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2006-11-30,407.98,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2006-12-29,425.62,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-01-31,418.15,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-02-28,421.23,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-03-30,429.47,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-04-30,444.17,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-05-31,467.53,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-06-29,492.17,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-07-31,526.54,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-08-31,519.1,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-09-28,578.57,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-10-31,636.05,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-11-30,576.11,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2007-12-31,567.67,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-01-31,488.57,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-02-29,521.66,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-03-31,493.54,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-04-30,530.9,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-05-30,516.14,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-06-30,458.13,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-07-31,447.96,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-08-29,412.92,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-09-30,344.29,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-10-31,262.67,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-11-28,247.88,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2008-12-31,272.7,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-01-30,256.43,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-02-27,240.52,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-03-31,273.81,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-04-30,318.14,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-05-29,360.76,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-06-30,359.03,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-07-31,406.18,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-08-31,390.84,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-09-30,423.45,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-10-30,422.83,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-11-30,431.06,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2009-12-31,449.97,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-01-29,421.97,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-02-26,423.09,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-03-31,452.27,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-04-30,460.69,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-05-31,419.74,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-06-30,424.69,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-07-30,450.22,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-08-31,443.93,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-09-30,490.2,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-10-29,503.55,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-11-30,499.11,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2010-12-31,525.05,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-01-31,527.51,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-02-28,505.34,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-03-31,533.79,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-04-29,555.72,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-05-31,548.16,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-06-30,530.99,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-07-29,537.15,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-08-31,483.96,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-09-30,415.63,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-10-31,467,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-11-30,431.87,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2011-12-30,436.94,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-01-31,479.38,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-02-29,508.1,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-03-30,492.81,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-04-30,494.52,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-05-31,445.91,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-06-29,455.23,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-07-31,466.58,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-08-31,462.08,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-09-28,490.16,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-10-31,490.47,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-11-30,502.85,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2012-12-31,519.94,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-01-31,526.47,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-02-28,529.18,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-03-29,517.15,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-04-30,524.17,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-05-31,516.36,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-06-28,484.38,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-07-31,493.75,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-08-30,489.07,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-09-30,512.81,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-10-31,532.47,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-11-29,534.7,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2013-12-31,526.6,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2014-01-31,499.15,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2014-02-28,515.78,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2014-03-31,516.95,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2014-04-30,520.57,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2014-05-30,537.02,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2014-06-30,546.22,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2014-07-31,565.68,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2014-08-29,566.95,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2014-09-30,530.15,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2014-10-31,539.22,"PX LAST","Far East ex Japon","Price Only"
"MXFEJ Index",2014-11-28,539.85,"PX LAST","Far East ex Japon","Price Only"
