"ticker","date","value","field","variable","nice_field"
"MXID INDEX",1991-11-29,0.1967,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1991-12-31,0.1983,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-01-31,0.2335,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-02-28,0.2223,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-03-31,0.2202,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-04-30,0.2205,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-05-29,0.2416,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-06-30,0.2444,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-07-31,0.2461,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-08-31,0.2279,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-09-30,0.2249,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-10-30,0.2285,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-11-30,0.205,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1992-12-31,0.1942,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1993-01-29,0.1984,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1993-02-26,0.2147,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1993-03-31,0.2163,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1993-04-30,0.2229,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1993-05-31,0.2481,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1993-06-30,0.2614,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1993-07-30,0.2569,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1993-08-31,0.3155,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
"MXID INDEX",1993-09-30,0.3056,"TOT RETURN INDEX GROSS DVDS","Indonesia","Price TR"
