"","date","value","source"
"1648",2008-04-01,1.29,2
"1649",2008-05-01,1.73,2
"1650",2008-06-01,1.86,2
"1651",2008-07-01,1.63,2
"1652",2008-08-01,1.72,2
"1653",2008-09-01,1.13,2
"1654",2008-10-01,0.67,2
"1655",2008-11-01,0.19,2
"1656",2008-12-01,0.03,2
"1657",2009-01-01,0.13,2
"1658",2009-02-01,0.3,2
"1659",2009-03-01,0.21,2
"1660",2009-04-01,0.16,2
"1661",2009-05-01,0.18,2
"1662",2009-06-01,0.18,2
"1663",2009-07-01,0.18,2
"1664",2009-08-01,0.17,2
"1665",2009-09-01,0.12,2
"1666",2009-10-01,0.07,2
"1667",2009-11-01,0.05,2
"1668",2009-12-01,0.05,2
"1669",2010-01-01,0.06,2
"1670",2010-02-01,0.11,2
"1671",2010-03-01,0.15,2
"1672",2010-04-01,0.16,2
"1673",2010-05-01,0.16,2
"1674",2010-06-01,0.12,2
"1675",2010-07-01,0.16,2
"1676",2010-08-01,0.16,2
"1677",2010-09-01,0.15,2
"1678",2010-10-01,0.13,2
"1679",2010-11-01,0.14,2
"1680",2010-12-01,0.14,2
"1681",2011-01-01,0.15,2
"1682",2011-02-01,0.13,2
"1683",2011-03-01,0.1,2
"1684",2011-04-01,0.06,2
"1685",2011-05-01,0.04,2
"1686",2011-06-01,0.04,2
"1687",2011-07-01,0.04,2
"1688",2011-08-01,0.02,2
"1689",2011-09-01,0.01,2
"1690",2011-10-01,0.02,2
"1691",2011-11-01,0.01,2
"1692",2011-12-01,0.01,2
"1693",2012-01-01,0.03,2
"1694",2012-02-01,0.09,2
"1695",2012-03-01,0.08,2
"1696",2012-04-01,0.08,2
"1697",2012-05-01,0.09,2
"1698",2012-06-01,0.09,2
"1699",2012-07-01,0.1,2
"1700",2012-08-01,0.1,2
"1701",2012-09-01,0.11,2
"1702",2012-10-01,0.1,2
"1703",2012-11-01,0.09,2
"1704",2012-12-01,0.07,2
"1705",2013-01-01,0.07,2
"1706",2013-02-01,0.1,2
"1707",2013-03-01,0.09,2
"1708",2013-04-01,0.06,2
"1709",2013-05-01,0.04,2
"1710",2013-06-01,0.05,2
"1711",2013-07-01,0.04,2
"1712",2013-08-01,0.04,2
"1713",2013-09-01,0.02,2
"1714",2013-10-01,0.05,2
"1715",2013-11-01,0.07,2
"1716",2013-12-01,0.07,2
"1717",2014-01-01,0.04,2
"1718",2014-02-01,0.05,2
"1719",2014-03-01,0.05,2
"1720",2014-04-01,0.03,2
"1721",2014-05-01,0.03,2
"1722",2014-06-01,0.04,2
"1723",2014-07-01,0.03,2
"1724",2014-08-01,0.03,2
"1725",2014-09-01,0.02,2
"1726",2014-10-01,0.02,2
"1727",2014-11-01,0.02,2
"1728",2014-12-01,0.03,2
"1729",2015-01-01,0.03,2
"1730",2015-02-01,0.02,2
"1731",2015-03-01,0.03,2
"1732",2015-04-01,0.02,2
"1733",2015-05-01,0.02,2
"1734",2015-06-01,0.02,2
"1735",2015-07-01,0.03,2
"1736",2015-08-01,0.07,2
"1737",2015-09-01,0.02,2
"1738",2015-10-01,0.02,2
"1739",2015-11-01,0.12,2
"1740",2015-12-01,0.23,2
"1741",2016-01-01,0.26,2
"1742",2016-02-01,0.31,2
"1743",2016-03-01,0.29,2
"1744",2016-04-01,0.23,2
"1745",2016-05-01,0.27,2
"1746",2016-06-01,0.27,2
"1747",2016-07-01,0.3,2
"1748",2016-08-01,0.3,2
"1749",2016-09-01,0.29,2
"1750",2016-10-01,0.33,2
"1751",2016-11-01,0.45,2
"1752",2016-12-01,0.51,2
"1753",2017-01-01,0.51,2
"1754",2017-02-01,0.52,2
"1755",2017-03-01,0.74,2
"1756",2017-04-01,0.8,2
"1757",2017-05-01,0.89,2
"1758",2017-06-01,0.98,2
"1759",2017-07-01,1.07,2
"1760",2017-08-01,1.01,2
"1761",2017-09-01,1.03,2
"1762",2017-10-01,1.07,2
"1763",2017-11-01,1.23,2
"1764",2017-12-01,1.32,2
"1765",2018-01-01,1.41,2
"1766",2018-02-01,1.57,2
"1767",2018-03-01,1.7,2
"1768",2018-04-01,1.76,2
"1769",2018-05-01,1.86,2
"1770",2018-06-01,1.9,2
"1771",2018-07-01,1.96,2
"1772",2018-08-01,2.03,2
"1773",2018-09-01,2.13,2
"1774",2018-10-01,2.25,2
"1775",2018-11-01,2.33,2
"1776",2018-12-01,2.37,2
"1777",2019-01-01,2.37,2
"1778",2019-02-01,2.39,2
"1779",2019-03-01,2.4,2
"1780",2019-04-01,2.38,2
"1781",2019-05-01,2.35,2
"1782",2019-06-01,2.17,2
"1783",2019-07-01,2.1,2
"1784",2019-08-01,1.95,2
"1785",2019-09-01,1.89,2
"1786",2019-10-01,1.65,2
"1787",2019-11-01,1.54,2
"1788",2019-12-01,1.54,2
"1789",2020-01-01,1.52,2
"1790",2020-02-01,1.52,2
"1791",2020-03-01,0.29,2
"1792",2020-04-01,0.14,2
"1793",2020-05-01,0.13,2
"1794",2020-06-01,0.16,2
"1795",2020-07-01,0.13,2
"1796",2020-08-01,0.1,2
"1797",2020-09-01,0.11,2
"1798",2020-10-01,0.1,2
"1799",2020-11-01,0.09,2
"1800",2020-12-01,0.09,2
"1801",2021-01-01,0.08,2
"1802",2021-02-01,0.04,2
"1803",2021-03-01,0.03,2
"1804",2021-04-01,0.02,2
"1805",2021-05-01,0.02,2
"1806",2021-06-01,0.04,2
"1807",2021-07-01,0.05,2
"1808",2021-08-01,0.05,2
"1809",2021-09-01,0.04,2
"1810",2021-10-01,0.05,2
"1811",2021-11-01,0.05,2
"1812",2021-12-01,0.06,2
"1813",2022-01-01,0.15,2
"1814",2022-02-01,0.33,2
"1815",2022-03-01,0.44,2
"1816",2022-04-01,0.76,2
"1817",2022-05-01,0.98,2
"1818",2022-06-01,1.49,2
"1819",2022-07-01,2.23,2
"1820",2022-08-01,2.63,2
"1821",2022-09-01,3.13,2
"1822",2022-10-01,3.72,2
"1823",2022-11-01,4.15,2
"1824",2022-12-01,4.25,2
"1825",2023-01-01,4.54,2
"1826",2023-02-01,4.65,2
